,dissimilarity,contrast,homogeneity,energy,ASM,correlation,Label
0,6.840185744917202,204.1256361569661,0.31372148931945415,0.09696028302951043,0.009401296485162768,0.8949450216090933,0.0
1,8.541999276654009,335.2207174042212,0.277447240108734,0.09368311956657731,0.00877652689172562,0.9121477494020591,0.0
2,7.18197318453073,301.578831796223,0.31818212368627713,0.10444858019429629,0.010909505904604343,0.8875623266729651,0.0
3,6.197492831124546,224.19288150042627,0.33117691676459854,0.1039185579415105,0.010799066684643074,0.9140017930900621,0.0
4,8.765874861143406,576.1000736262886,0.3072710947022902,0.1129966339632537,0.01276823928702554,0.8884281776530334,0.0
5,7.50502467126508,267.340799297321,0.2974987244642747,0.12185764982227829,0.014849286820208998,0.9135007309342594,0.0
6,7.4837570074142965,261.80423803249886,0.2999917071092561,0.1225642748871069,0.015022001478602304,0.9076054962579071,0.0
7,9.541004675915161,484.8839610943191,0.2687422227302867,0.09155258102439244,0.008381875092227943,0.8849060877869972,0.0
8,9.763750032292231,601.122116303702,0.2783756342204946,0.09938232521588501,0.009876846565315935,0.8858223942936081,0.0
9,9.188696427187475,437.59905319176414,0.2784137056921138,0.10078800922018988,0.01015822280256908,0.8812212811466837,0.0
10,9.682857991681523,507.41843628096836,0.2734719573791971,0.09276155783482898,0.008604706611944322,0.8750580009178854,0.0
11,9.780677620191687,753.1064287375032,0.3134509230019773,0.13298744729457582,0.01768566113792758,0.8753229929201026,0.0
12,8.400055542638663,408.71155932728834,0.29777676569484396,0.1163363859214853,0.013534154689272763,0.8996592225711796,0.0
13,8.077959905965022,374.2302371541502,0.30812180588852955,0.11869150376254743,0.014087673065414813,0.9088628526995028,0.0
14,9.481580510992275,692.5432070061225,0.2906229579983354,0.09244068147349027,0.008545279591283287,0.8703482558508127,0.0
15,8.224114547004573,430.0915355602058,0.2912659071044484,0.09791823961164542,0.009587981648643606,0.9114112831705107,0.0
16,8.63697718876747,427.35184969903634,0.2922563387544093,0.09671259664288032,0.009353326349408466,0.8905439321413093,0.0
17,8.40232245730967,327.69818388488466,0.28026412228618863,0.09187808894258159,0.008441583227740933,0.8985004121495095,0.0
18,10.439032266397994,665.4125397194452,0.297429579509441,0.1438742579831213,0.020699802110193746,0.8870597003119562,0.0
